Jour;Journal;N° Pièce;Compte;Libellé;Description;Débit;Crédit
2026-06-21;VT C;370;707100;VENTES MARCHANDISES C 0%;FAC N°370 ;525.4;0
2026-06-21;VT C;370;707119;VENTES MARCHANDISES C 19%;FAC N°370 ;98.741;0
2026-06-21;VT C;370;436710;TVA COLLECTEE 19% C;FAC N°370 ;0;18.761
2026-06-21;VT C;370;437500;TIMBRE FISCAL;FAC N°370 ;0;1
2026-06-21;VT C;370;634500;ECARTS DE REGLEMENT;FAC N°370 ;98.739;0
2026-06-22;VT C;372;411004;CLIENTS PASSAGERS ESPECES;FAC N°372 ;0;1427.3980000000001
2026-06-22;VT C;372;411005;CLIENTS PASSAGERS TPE;FAC N°372 ;0;570.959
2026-06-22;VT C;372;707100;VENTES MARCHANDISES C 0%;FAC N°372 ;1404.582;0
2026-06-22;VT C;372;707119;VENTES MARCHANDISES C 19%;FAC N°372 ;120.084;0
2026-06-22;VT C;372;436710;TVA COLLECTEE 19% C;FAC N°372 ;0;22.816
2026-06-22;VT C;372;437500;TIMBRE FISCAL;FAC N°372 ;0;1
2026-06-22;VT C;372;634500;ECARTS DE REGLEMENT;FAC N°372 ;120.082;0
2026-06-23;VT C;374;411004;CLIENTS PASSAGERS ESPECES;FAC N°374 ;0;1081.863
2026-06-23;VT C;374;411005;CLIENTS PASSAGERS TPE;FAC N°374 ;0;432.745
2026-06-23;VT C;374;707100;VENTES MARCHANDISES C 0%;FAC N°374 ;1048.046;0
2026-06-23;VT C;374;707119;VENTES MARCHANDISES C 19%;FAC N°374 ;177.983;0
2026-06-23;VT C;374;436710;TVA COLLECTEE 19% C;FAC N°374 ;0;33.817
2026-06-23;VT C;374;437500;TIMBRE FISCAL;FAC N°374 ;0;1
2026-06-23;VT C;374;634500;ECARTS DE REGLEMENT;FAC N°374 ;177.987;0
2026-06-24;VT C;376;411004;CLIENTS PASSAGERS ESPECES;FAC N°376 ;0;1217.067
2026-06-24;VT C;376;411005;CLIENTS PASSAGERS TPE;FAC N°376 ;0;486.827
2026-06-24;VT C;376;707100;VENTES MARCHANDISES C 0%;FAC N°376 ;1188.311;0
2026-06-24;VT C;376;707119;VENTES MARCHANDISES C 19%;FAC N°376 ;151.346;0
2026-06-24;VT C;376;436710;TVA COLLECTEE 19% C;FAC N°376 ;0;28.756
2026-06-24;VT C;376;437500;TIMBRE FISCAL;FAC N°376 ;0;1
2026-06-24;VT C;376;634500;ECARTS DE REGLEMENT;FAC N°376 ;151.343;0
2026-06-25;VT C;378;411004;CLIENTS PASSAGERS ESPECES;FAC N°378 ;0;839.294
2026-06-25;VT C;378;411005;CLIENTS PASSAGERS TPE;FAC N°378 ;0;335.718
2026-06-25;VT C;378;707100;VENTES MARCHANDISES C 0%;FAC N°378 ;805.876;0
2026-06-25;VT C;378;707119;VENTES MARCHANDISES C 19%;FAC N°378 ;175.883;0
2026-06-25;VT C;378;436710;TVA COLLECTEE 19% C;FAC N°378 ;0;33.418
2026-06-25;VT C;378;437500;TIMBRE FISCAL;FAC N°378 ;0;1
2026-06-25;VT C;378;634500;ECARTS DE REGLEMENT;FAC N°378 ;175.886;0
2026-06-26;VT C;380;411004;CLIENTS PASSAGERS ESPECES;FAC N°380 ;0;774.8199999999999
2026-06-26;VT C;380;411005;CLIENTS PASSAGERS TPE;FAC N°380 ;0;309.928
2026-06-26;VT C;380;707100;VENTES MARCHANDISES C 0%;FAC N°380 ;746.4;0
2026-06-26;VT C;380;707119;VENTES MARCHANDISES C 19%;FAC N°380 ;149.58;0
2026-06-26;VT C;380;436710;TVA COLLECTEE 19% C;FAC N°380 ;0;28.42
2026-06-26;VT C;380;437500;TIMBRE FISCAL;FAC N°380 ;0;1
2026-06-26;VT C;380;634500;ECARTS DE REGLEMENT;FAC N°380 ;149.58;0
2026-06-27;VT C;382;411004;CLIENTS PASSAGERS ESPECES;FAC N°382 ;0;1068.613
2026-06-27;VT C;382;411005;CLIENTS PASSAGERS TPE;FAC N°382 ;0;427.445
2026-06-27;VT C;382;707100;VENTES MARCHANDISES C 0%;FAC N°382 ;1040.592;0
2026-06-27;VT C;382;707119;VENTES MARCHANDISES C 19%;FAC N°382 ;147.479;0
2026-06-27;VT C;382;436710;TVA COLLECTEE 19% C;FAC N°382 ;0;28.021
2026-06-27;VT C;382;437500;TIMBRE FISCAL;FAC N°382 ;0;1
2026-06-27;VT C;382;634500;ECARTS DE REGLEMENT;FAC N°382 ;147.477;0
2026-06-28;VT C;384;411004;CLIENTS PASSAGERS ESPECES;FAC N°384 ;0;747.41
2026-06-28;VT C;384;411005;CLIENTS PASSAGERS TPE;FAC N°384 ;0;298.964
2026-06-28;VT C;384;707100;VENTES MARCHANDISES C 0%;FAC N°384 ;720.826;0
2026-06-28;VT C;384;707119;VENTES MARCHANDISES C 19%;FAC N°384 ;139.916;0
2026-06-28;VT C;384;436710;TVA COLLECTEE 19% C;FAC N°384 ;0;26.584
2026-06-28;VT C;384;437500;TIMBRE FISCAL;FAC N°384 ;0;1
2026-06-28;VT C;384;634500;ECARTS DE REGLEMENT;FAC N°384 ;139.92;0
2026-06-29;VT C;387;411004;CLIENTS PASSAGERS ESPECES;FAC N°387 ;0;1953.804
2026-06-29;VT C;387;411005;CLIENTS PASSAGERS TPE;FAC N°387 ;0;781.522
2026-06-29;VT C;387;707100;VENTES MARCHANDISES C 0%;FAC N°387 ;1904.643;0
2026-06-29;VT C;387;707119;VENTES MARCHANDISES C 19%;FAC N°387 ;258.741;0
2026-06-29;VT C;387;436710;TVA COLLECTEE 19% C;FAC N°387 ;0;49.161
2026-06-29;VT C;387;437500;TIMBRE FISCAL;FAC N°387 ;0;1
2026-06-29;VT C;387;634500;ECARTS DE REGLEMENT;FAC N°387 ;258.746;0
2026-06-30;VT C;389;411004;CLIENTS PASSAGERS ESPECES;FAC N°389 ;0;866.4699999999999
2026-06-30;VT C;389;411005;CLIENTS PASSAGERS TPE;FAC N°389 ;0;346.588
2026-06-30;VT C;389;707100;VENTES MARCHANDISES C 0%;FAC N°389 ;819.05;0
2026-06-30;VT C;389;707119;VENTES MARCHANDISES C 19%;FAC N°389 ;249.579;0
2026-06-30;VT C;389;436710;TVA COLLECTEE 19% C;FAC N°389 ;0;47.42
2026-06-30;VT C;389;437500;TIMBRE FISCAL;FAC N°389 ;0;1
2026-06-30;VT C;389;634500;ECARTS DE REGLEMENT;FAC N°389 ;249.58;0
